product_id,code,quantity,possible_size,in_db
76656,01198145TUN,197,Size 145 cm,True
236841,01198220TUN,277,Child size 0T,True
58995,01198241TUN,659,Child size 1T,True
236839,01198272TUN,221,Child size 2T,True
236838,01198301TUN,256,Child size 1T,True
76657,01198312TUN,380,Child size 2T,True
236837,01198319TUN,586,Child size 9T,True
236840,01198400TUN,333,Child size 0T,True
236836,01198712TUN,361,Child size 2T,True
164222,01394312TUN,0,Child size 2T,True
164224,01394319TUN,0,Child size 9T,True
164225,01394350TUN,0,Child size 0T,True
77554,01398798,210,None,True
77556,01398904,1,None,True
77565,01398987,67,None,True
77566,01399798,222,None,True
77568,01399904,57,None,True
77569,01399987,144,None,True
77570,01400798,187,None,True
77228,0140079804A,20,None,False
77229,0140079806A,29,None,False
77230,0140079808A,23,None,False
77231,0140079810A,23,None,False
77232,0140079812A,71,None,False
77233,0140079814A,21,None,False
77572,01400904,327,None,True
77234,0140090404A,74,None,False
77235,0140090406A,50,None,False
77236,0140090408A,62,None,False
77237,0140090410A,39,None,False
77238,0140090412A,51,None,False
77239,0140090414A,51,None,False
77574,01400987,417,None,True
77240,0140098704A,78,None,False
77241,0140098706A,69,None,False
77242,0140098708A,70,None,False
77243,0140098710A,59,None,False
77244,0140098712A,57,None,False
77245,0140098714A,84,None,False
76565,01402904,0,None,True
76571,01402987,55,None,True
76577,01403904,0,None,True
76584,01403987,8,None,True
77647,01407906,14,None,True
77677,01436282,9,None,True
77674,01436312,641,None,True
77676,01436318,316,None,True
236830,01436351,106,None,True
77678,01437312,0,None,True
77680,01437318,58,None,True
87238,01616312,0,None,True
87247,01616319,1,None,True
87255,01616406,11,None,True
85321,01618102,702,Size 102 cm,True
85428,01618145,773,Size 145 cm,True
85313,01618241,386,None,True
85387,01618266,395,None,True
85411,01618281,449,None,True
85403,01618301,401,None,True
85379,01618312,199,None,True
85395,01618319,439,None,True
85493,01618321,257,None,True
85419,01618400,411,None,True
87306,01622312,24,None,True
87314,01623312,82,None,True
85950,01645500,5,None,True
85959,01645508,7,None,True
83755,01648502,24,None,True
83747,01648912,15,None,True
83762,01648989,14,None,True
83784,01649502,35,None,True
83769,01649503,29,None,True
83777,01649912,9,None,True
83791,01649989,36,None,True
87422,01661319TUN,24,Child size 9T,True
87421,01661384TUN,198,Child size 4T,True
83887,01668102TUN,809,Size 102 cm,True
83886,01668241TUN,0,Child size 1T,True
83883,01668312TUN,1794,Child size 2T,True
83885,01668319TUN,687,Child size 9T,True
83893,01668514TUN,173,Child size 4T,True
83890,01668515TUN,1300,Child size 5T,True
83891,01668516TUN,988,Child size 6T,True
83892,01668517TUN,0,Child size 7T,True
83888,01668906TUN,1893,Child size 6T,True
83895,01668907TUN,1001,Child size 7T,True
83894,01668987TUN,0,Child size 7T,True
83889,01668989TUN,122,Child size 9T,True
86112,01689312,0,None,True
86124,01689319,0,None,True
93072,01691404,179,None,True
86635,01698168,10,Size 168 cm,True
86621,01698319,18,None,True
86628,01698350,9,None,True
86649,01698381,25,None,True
86785,01699102,76,Size 102 cm,True
86764,01699168,42,Size 168 cm,True
86743,01699309,36,None,True
86750,01699319,115,None,True
86778,01699381,56,None,True
86215,01700524,73,None,True
86198,01700525,43,None,True
86207,01700526,30,None,True
86223,01700527,70,None,True
86591,01705102,25,Size 102 cm,True
83827,01706503,36,None,True
83834,01706912,23,None,True
83846,01706989,118,None,True
83867,01707502,221,None,True
83852,01707503,147,None,True
83860,01707912,182,None,True
83874,01707989,177,None,True
87093,01708102,729,Size 102 cm,True
87072,01708168,199,Size 168 cm,True
87086,01708238,319,None,True
87043,01708312,262,None,True
87058,01708319,65,None,True
87051,01708348,277,None,True
87065,01708360,315,None,True
87143,01709102,242,Size 102 cm,True
87125,01709168,218,Size 168 cm,True
87137,01709238,92,None,True
87131,01709285,14,None,True
87100,01709312,68,None,True
87113,01709319,169,None,True
87107,01709348,232,None,True
87119,01709360,362,None,True
84939,01710312,0,None,True
84954,01710319,0,None,True
84947,01710348,0,None,True
84961,01710350,0,None,True
86261,01711312,0,None,True
86276,01711319,0,None,True
86269,01711348,0,None,True
86283,01711350,0,None,True
131235,01714102,390,Size 102 cm,True
85363,01714145,277,Size 145 cm,True
85371,01714241,190,None,True
131243,01714272,35,None,True
85329,01714312,380,None,True
85346,01714319,154,None,True
85338,01714348,328,None,True
85354,01714360,488,None,True
85486,01825102,301,Size 102 cm,True
85854,01825140,170,Size 140 cm,True
85468,01825145,556,Size 145 cm,True
85812,01825158,354,Size 158 cm,True
85480,01825220,75,None,True
85806,01825225,134,None,True
85842,01825235,99,None,True
85474,01825241,497,None,True
85836,01825244,301,None,True
85439,01825272,220,None,True
85787,01825280,219,None,True
85860,01825301,173,None,True
85444,01825302,226,None,True
85830,01825309,187,None,True
85450,01825318,259,None,True
85848,01825319,224,None,True
85799,01825321,68,None,True
85866,01825350,148,None,True
85818,01825384,305,None,True
85456,01825400,147,None,True
85793,01825401,227,None,True
85824,01825712,226,None,True
85706,01826102,0,Size 102 cm,True
85896,01826309,0,None,True
107345,02071102,1,Size 102 cm,True
107331,02071145,0,Size 145 cm,True
107338,02071241,0,None,True
107324,02071286,0,None,True
109069,02071306,0,None,True
107316,02071312,0,None,True
109062,02071321,0,None,True
107407,02073102,108,Size 102 cm,True
109199,02073129,0,Size 129 cm,True
107393,02073145,0,Size 145 cm,True
107400,02073241,0,None,True
107378,02073280,19,None,True
109185,02073286,0,None,True
109206,02073306,0,None,True
107386,02073312,541,None,True
109178,02073321,0,None,True
109192,02073404,0,None,True
107064,02074102,319,Size 102 cm,True
108484,02074145,0,Size 145 cm,True
141342,02074241,0,None,True
107055,02074309,383,None,True
108454,02074319,0,None,True
108462,02074350,0,None,True
108470,02074381,0,None,True
108477,02074400,0,None,True
107079,02075102,32,Size 102 cm,True
108515,02075145,0,Size 145 cm,True
107072,02075309,90,None,True
108491,02075319,0,None,True
108497,02075350,0,None,True
107094,02079138,95,Size 138 cm,True
161637,02079143,19,Size 143 cm,True
107118,02079154,125,Size 154 cm,True
107112,02079168,333,Size 168 cm,True
161643,02079241,91,None,True
161649,02079270,36,None,True
107087,02079309,83,None,True
107100,02079319,211,None,True
161655,02079323,167,None,True
107106,02079350,225,None,True
107049,02080102,125,Size 102 cm,True
107043,02080148,373,Size 148 cm,True
107037,02080222,64,None,True
107031,02080309,22,None,True
107018,02080348,109,None,True
107025,02080384,486,None,True
107138,02081218,216,None,True
107130,02081311,66,None,True
107152,02082218,325,None,True
107145,02082311,146,None,True
107246,02083102,12,Size 102 cm,True
108888,02083145,0,Size 145 cm,True
107240,02083241,69,None,True
107215,02083280,0,None,True
107222,02083312,203,None,True
107234,02083319,22,None,True
107228,02083348,254,None,True
108876,02083360,0,None,True
108882,02083400,0,None,True
107208,02087102,189,Size 102 cm,True
107194,02087145,2,Size 145 cm,True
107201,02087241,4,None,True
107158,02087280,43,None,True
107166,02087312,121,None,True
107180,02087319,46,None,True
107173,02087348,35,None,True
107187,02087360,42,None,True
108863,02087400,1,None,True
107518,02088102,164,Size 102 cm,True
107511,02088241,37,None,True
109248,02088264,0,None,True
107496,02088312,31,None,True
107504,02088319,131,None,True
109255,02088360,0,None,True
109262,02088400,0,None,True
109279,02092145,0,Size 145 cm,True
109278,0209214506A,0,None,False
109280,0209214508A,0,None,False
109281,0209214510A,0,None,False
109282,0209214512A,0,None,False
107536,02092248,0,None,True
107535,0209224806A,0,None,False
107537,0209224808A,0,None,False
107538,0209224810A,0,None,False
107539,0209224812A,0,None,False
109269,02092312,53,None,True
109268,0209231206A,0,None,False
109270,0209231208A,15,None,False
109271,0209231210A,20,None,False
109272,0209231212A,18,None,False
107525,02092319,70,None,True
107524,0209231906A,20,None,False
107527,0209231908A,15,None,False
107528,0209231910A,13,None,False
107529,0209231912A,22,None,False
107531,02092360,100,None,True
107530,0209236006A,0,None,False
107532,0209236008A,27,None,False
107533,0209236010A,34,None,False
107534,0209236012A,39,None,False
123152,02093145,300,Size 145 cm,True
123130,02093312,855,None,True
123145,02093318,1074,None,True
123138,02093370,698,None,True
123178,02094145,473,Size 145 cm,True
123159,02094312,165,None,True
123172,02094318,263,None,True
123166,02094370,225,None,True
106971,02100600,113,None,True
106978,02101600,143,None,True
108378,02102102,0,Size 102 cm,True
108369,02102220,0,None,True
108394,02103102,0,Size 102 cm,True
108386,02103220,0,None,True
107015,02104600TUN,99,Child size 0T,True
107478,02109145,127,Size 145 cm,True
107487,02109241,255,None,True
161600,02109266,220,None,True
107469,02109272,276,None,True
107450,02109312,478,None,True
107460,02109319,232,None,True
108982,02109351,0,None,True
108973,02109370,205,None,True
108415,02111600TUN,0,Child size 0T,True
108420,02112600TUN,0,Child size 0T,True
109286,02113348TUN,0,Child size 8T,True
107084,02116319TUN,1291,Child size 9T,True
107443,02117102,264,Size 102 cm,True
109234,02117129,0,Size 129 cm,True
107429,02117145,226,Size 145 cm,True
107436,02117241,31,None,True
107414,02117280,140,None,True
109220,02117286,0,None,True
109241,02117306,0,None,True
107422,02117312,210,None,True
109213,02117321,0,None,True
109227,02117404,0,None,True
108419,02119102TUN,0,Size 102 cm,True
108417,02119319TUN,0,Child size 9T,True
107262,02757145,88,Size 145 cm,True
107252,02757231,155,None,True
107295,02758102,221,Size 102 cm,True
107289,02758148,309,Size 148 cm,True
161694,02758170,220,Size 170 cm,True
107277,02758222,237,None,True
107283,02758288,88,None,True
108902,02758309,705,None,True
108914,02758319,0,None,True
161700,02758321,27,None,True
107270,02758348,219,None,True
108920,02758350,0,None,True
161706,02758407,331,None,True
106992,02763102,64,Size 102 cm,True
106985,02763228,18,None,True
107007,02764102,47,Size 102 cm,True
106999,02764228,47,None,True
127466,02855102,77,Size 102 cm,True
133454,02855143,126,Size 143 cm,True
133609,02855251,64,None,True
127441,02855309,32,None,True
127448,02855319,16,None,True
133460,02855323,160,None,True
127454,02855350,21,None,True
127497,02856102,77,Size 102 cm,True
133621,02856143,122,Size 143 cm,True
127491,02856167,198,Size 167 cm,True
133615,02856251,156,None,True
127472,02856309,36,None,True
127479,02856319,17,None,True
127485,02856350,362,None,True
127580,02885312,61,None,True
127573,02886231,21,None,True
127565,02886312,40,None,True
161505,02887162,1,Size 162 cm,True
161513,02887241,8,None,True
161520,02887312,0,None,True
161527,02887319,0,None,True
161534,02888162,3,Size 162 cm,True
161541,02888241,0,None,True
161547,02888312,2,None,True
161553,02888319,0,None,True
127724,02889241,87,None,True
127702,02889312,197,None,True
127710,02889319,135,None,True
127717,02889351,1,None,True
127750,02890241,29,None,True
127731,02890312,115,None,True
127738,02890319,102,None,True
127744,02890351,3,None,True
127779,02898241,30,None,True
127756,02898312,46,None,True
127764,02898319,41,None,True
127772,02898351,56,None,True
127805,02899241,48,None,True
127786,02899312,4,None,True
127793,02899319,29,None,True
127799,02899351,34,None,True
127355,02914140TUN,33,Size 140 cm,True
127360,02914145TUN,0,Size 145 cm,True
127361,02914241TUN,12,Child size 1T,True
127357,02914272TUN,0,Child size 2T,True
127358,02914281TUN,0,Child size 1T,True
127356,02914301TUN,0,Child size 1T,True
127354,02914319TUN,0,Child size 9T,True
127351,02914321TUN,2,Child size 1T,True
127353,02914370TUN,31,Child size 0T,True
127359,02914400TUN,0,Child size 0T,True
127687,02916319,217,None,True
127395,02917312,69,None,True
127394,02917312038,18,Size 38 cm,False
127397,02917312040,17,Size 40 cm,False
127398,02917312042,14,Size 42 cm,False
127399,02917312044,10,Size 44 cm,False
127400,02917312046,10,Size 46 cm,False
127402,02917319,57,None,True
127401,02917319038,14,Size 38 cm,False
127403,02917319040,9,Size 40 cm,False
127404,02917319042,11,Size 42 cm,False
127405,02917319044,12,Size 44 cm,False
127406,02917319046,11,Size 46 cm,False
127415,02918250,152,None,True
127414,02918250036,5,Size 36 cm,False
127416,02918250038,47,Size 38 cm,False
127417,02918250040,49,Size 40 cm,False
127418,02918250042,51,Size 42 cm,False
127408,02918312,176,None,True
127407,02918312036,3,Size 36 cm,False
127410,02918312038,24,Size 38 cm,False
127411,02918312040,39,Size 40 cm,False
127412,02918312042,56,Size 42 cm,False
127413,02918312044,54,Size 44 cm,False
127420,02918319,153,None,True
127421,02918319038,35,Size 38 cm,False
127422,02918319040,14,Size 40 cm,False
127423,02918319042,45,Size 42 cm,False
127424,02918319044,59,Size 44 cm,False
127695,02937319,184,None,True
127363,02942109,15,Size 109 cm,True
127376,02942904,10,None,True
127389,02942907,46,None,True
127516,02943904,687,None,True
183030,02945102,37,Size 102 cm,True
200532,02945309,0,None,True
183038,02946102,86,Size 102 cm,True
127545,02949102,526,Size 102 cm,True
127539,02949241,25,None,True
127534,02949319,561,None,True
127561,02950102,0,Size 102 cm,True
127555,02950241,95,None,True
127548,02950319,10,None,True
127680,02990102,360,Size 102 cm,True
127668,02990143,486,Size 143 cm,True
161268,02990148,0,Size 148 cm,True
161276,02990222,0,None,True
161292,02990251,27,None,True
161300,02990300,14,None,True
127660,02990312,348,None,True
161308,02990319,0,None,True
161316,02990348,0,None,True
127673,02990360,141,None,True
127652,02991102,626,Size 102 cm,True
127628,02991143,539,Size 143 cm,True
160690,02991145,0,Size 145 cm,True
127646,02991222,294,None,True
160706,02991241,0,None,True
127622,02991251,618,None,True
160714,02991300,303,None,True
127613,02991312,292,None,True
127634,02991319,161,None,True
160722,02991348,0,None,True
127640,02991360,443,None,True
127597,02998110,21,Size 110 cm,True
127589,02998113,68,Size 113 cm,True
127605,02998904,50,None,True
192796,02998993,0,None,True
127434,02999102,444,Size 102 cm,True
127426,02999309,26,None,True
160512,03090162,97,Size 162 cm,True
160521,03090232,171,None,True
160529,03090241,211,None,True
160537,03090266,164,None,True
160545,03090312,298,None,True
160553,03090370,12,None,True
161619,03092145TUN,11,Size 145 cm,True
161624,03092908TUN,174,Child size 8T,True
160363,03094102TUN,265,Size 102 cm,True
160366,03094140TUN,190,Size 140 cm,True
160367,03094145TUN,692,Size 145 cm,True
160368,03094241TUN,0,Child size 1T,True
160369,03094280TUN,63,Child size 0T,True
160370,03094306TUN,313,Child size 6T,True
160371,03094312TUN,1,Child size 2T,True
160372,03094319TUN,85,Child size 9T,True
160373,03094321TUN,0,Child size 1T,True
160374,03094342TUN,343,Child size 2T,True
160375,03094400TUN,0,Child size 0T,True
262098,03094404TUN,18,Child size 4T,True
160497,03095102TUN,12,Size 102 cm,True
160498,03095143TUN,0,Size 143 cm,True
160503,03096101TUN,6,Size 101 cm,True
160487,03097101TUN,30,Size 101 cm,True
160490,03097143TUN,55,Size 143 cm,True
160491,03097251TUN,2,Child size 1T,True
160460,03099904,0,None,True
160468,03099912,0,None,True
160475,03100904,0,None,True
160482,03100912,0,None,True
160447,03101904,0,None,True
160446,0310190404A,0,None,False
160449,0310190406A,0,None,False
160450,0310190408A,0,None,False
160451,0310190410A,0,None,False
160452,0310190412A,0,None,False
160454,03101912,0,None,True
160453,0310191204A,0,None,False
160455,0310191206A,0,None,False
160456,0310191208A,0,None,False
160457,0310191210A,0,None,False
160458,0310191212A,0,None,False
160393,03102143,4,Size 143 cm,True
160394,0310214306A,4,None,False
160429,03102323,2,None,True
160428,0310232304A,2,None,False
160730,03103102,213,Size 102 cm,True
160738,03103143,163,Size 143 cm,True
160773,03103251,177,None,True
160780,03103300,109,None,True
160787,03103312,90,None,True
160808,03103360,83,None,True
161324,03104102,117,Size 102 cm,True
161332,03104143,140,Size 143 cm,True
161353,03104151,73,Size 151 cm,True
161374,03104251,118,None,True
161381,03104300,182,None,True
161388,03104312,172,None,True
161409,03104360,204,None,True
160561,03107162,88,Size 162 cm,True
160568,03107232,33,None,True
160574,03107241,31,None,True
160580,03107266,81,None,True
160586,03107312,65,None,True
160592,03107370,0,None,True
160598,03108534,16,None,True
160631,03108907,18,None,True
160647,03109534,116,None,True
160676,03109907,133,None,True
184880,03564102,635,Size 102 cm,True
184862,03564145,0,Size 145 cm,True
184871,03564241,0,None,True
184834,03564309,740,None,True
184844,03564319,0,None,True
184853,03564350,0,None,True
183401,03565102,1234,Size 102 cm,True
183467,03565140,0,Size 140 cm,True
183663,03565141,0,Size 141 cm,True
183671,03565145,844,Size 145 cm,True
183449,03565146,0,Size 146 cm,True
183680,03565241,889,None,True
183458,03565244,0,None,True
183440,03565264,0,None,True
183623,03565268,0,None,True
183631,03565272,0,None,True
183409,03565280,0,None,True
183431,03565300,0,None,True
183475,03565301,0,None,True
183377,03565309,1949,None,True
183386,03565319,730,None,True
183418,03565321,0,None,True
183394,03565350,887,None,True
183639,03565381,746,None,True
183655,03565400,0,None,True
184085,03566102,0,Size 102 cm,True
184055,03566145,0,Size 145 cm,True
184076,03566241,0,None,True
184028,03566264,0,None,True
184018,03566312,0,None,True
184037,03566319,0,None,True
184046,03566360,0,None,True
183074,03567102,238,Size 102 cm,True
183137,03567141,0,Size 141 cm,True
183146,03567145,0,Size 145 cm,True
183092,03567146,0,Size 146 cm,True
183056,03567205,268,None,True
183083,03567264,0,None,True
183128,03567268,0,None,True
183046,03567312,441,None,True
183065,03567319,273,None,True
183110,03567348,0,None,True
183119,03567360,0,None,True
183101,03567403,0,None,True
183196,03568102,746,Size 102 cm,True
183188,03568141,263,Size 141 cm,True
183244,03568145,0,Size 145 cm,True
183212,03568146,0,Size 146 cm,True
183164,03568205,302,None,True
183204,03568264,0,None,True
183236,03568268,0,None,True
183155,03568312,733,None,True
183172,03568319,329,None,True
183228,03568348,0,None,True
183180,03568360,422,None,True
183220,03568403,0,None,True
183368,03574102,0,Size 102 cm,True
183348,03574145,0,Size 145 cm,True
183359,03574241,0,None,True
183312,03574264,0,None,True
183301,03574312,0,None,True
183330,03574319,0,None,True
183339,03574360,0,None,True
183321,03574373,0,None,True
184143,03575102,0,Size 102 cm,True
184127,03575145,0,Size 145 cm,True
184135,03575241,0,None,True
184103,03575264,0,None,True
184094,03575312,0,None,True
184111,03575319,0,None,True
184119,03575360,0,None,True
183295,03576102,0,Size 102 cm,True
183294,0357610204A,0,None,False
183296,0357610206A,0,None,False
183297,0357610208A,0,None,False
183298,0357610210A,0,None,False
183299,0357610212A,0,None,False
183283,03576141,0,Size 141 cm,True
183282,0357614104A,0,Size 104 cm,False
183284,0357614106A,0,Size 106 cm,False
183285,0357614108A,0,Size 108 cm,False
183286,0357614110A,0,Size 110 cm,False
183287,0357614112A,0,Size 112 cm,False
183289,03576145,18,Size 145 cm,True
183288,0357614504A,18,None,False
183290,0357614506A,0,None,False
183291,0357614508A,0,None,False
183292,0357614510A,0,None,False
183293,0357614512A,0,None,False
183259,03576205,0,None,True
183258,0357620504A,0,None,False
183260,0357620506A,0,None,False
183261,0357620508A,0,None,False
183262,0357620510A,0,None,False
183263,0357620512A,0,None,False
183252,03576312,18,None,True
183251,0357631204A,18,None,False
183254,0357631206A,0,None,False
183255,0357631208A,0,None,False
183256,0357631210A,0,None,False
183257,0357631212A,0,None,False
183271,03576319,0,None,True
183270,0357631904A,0,None,False
183272,0357631906A,0,None,False
183273,0357631908A,0,None,False
183274,0357631910A,0,None,False
183275,0357631912A,0,None,False
183277,03576360,0,None,True
183276,0357636004A,0,None,False
183278,0357636006A,0,None,False
183279,0357636008A,0,None,False
183280,0357636010A,0,None,False
183281,0357636012A,0,None,False
183265,03576403,10,None,True
183264,0357640304A,2,None,False
183266,0357640306A,8,None,False
183267,0357640308A,0,None,False
183268,0357640310A,0,None,False
183269,0357640312A,0,None,False
183936,03578102,0,Size 102 cm,True
183935,0357810204A,0,None,False
183937,0357810206A,0,None,False
183938,0357810208A,0,None,False
183939,0357810210A,0,None,False
183940,0357810212A,0,None,False
183918,03578141,0,Size 141 cm,True
183917,0357814104A,0,Size 104 cm,False
183919,0357814106A,0,Size 106 cm,False
183920,0357814108A,0,Size 108 cm,False
183921,0357814110A,0,Size 110 cm,False
183922,0357814112A,0,Size 112 cm,False
183924,03578145,0,Size 145 cm,True
183923,0357814504A,0,None,False
183925,0357814506A,0,None,False
183926,0357814508A,0,None,False
183927,0357814510A,0,None,False
183928,0357814512A,0,None,False
183930,03578241,0,None,True
183929,0357824104A,0,Size 104 cm,False
183931,0357824106A,0,Size 106 cm,False
183932,0357824108A,0,Size 108 cm,False
183933,0357824110A,0,Size 110 cm,False
183934,0357824112A,0,Size 112 cm,False
183906,03578272,0,None,True
183905,0357827204A,0,None,False
183907,0357827206A,0,None,False
183908,0357827208A,0,None,False
183909,0357827210A,0,None,False
183910,0357827212A,0,None,False
183869,03578280,0,None,True
183868,0357828004A,0,None,False
183871,0357828006A,0,None,False
183872,0357828008A,0,None,False
183873,0357828010A,0,None,False
183874,0357828012A,0,None,False
183894,03578301,0,None,True
183893,0357830104A,0,Size 104 cm,False
183895,0357830106A,0,Size 106 cm,False
183896,0357830108A,0,Size 108 cm,False
183897,0357830110A,0,Size 110 cm,False
183898,0357830112A,0,Size 112 cm,False
183882,03578309,0,None,True
183881,0357830904A,0,None,False
183883,0357830906A,0,None,False
183884,0357830908A,0,None,False
183885,0357830910A,0,None,False
183886,0357830912A,0,None,False
183888,03578319,0,None,True
183887,0357831904A,0,None,False
183889,0357831906A,0,None,False
183890,0357831908A,0,None,False
183891,0357831910A,0,None,False
183892,0357831912A,0,None,False
183876,03578321,0,None,True
183875,0357832104A,0,Size 104 cm,False
183877,0357832106A,0,Size 106 cm,False
183878,0357832108A,0,Size 108 cm,False
183879,0357832110A,0,Size 110 cm,False
183880,0357832112A,0,Size 112 cm,False
183900,03578350,0,None,True
183899,0357835004A,0,None,False
183901,0357835006A,0,None,False
183902,0357835008A,0,None,False
183903,0357835010A,0,None,False
183904,0357835012A,0,None,False
183912,03578400,0,None,True
183911,0357840004A,0,None,False
183913,0357840006A,0,None,False
183914,0357840008A,0,None,False
183915,0357840010A,0,None,False
183916,0357840012A,0,None,False
183710,03579102,329,Size 102 cm,True
183756,03579140,0,Size 140 cm,True
183849,03579141,0,Size 141 cm,True
183855,03579145,0,Size 145 cm,True
183743,03579146,0,Size 146 cm,True
183862,03579241,0,None,True
183749,03579244,0,None,True
183736,03579264,0,None,True
183819,03579268,0,None,True
183825,03579272,0,None,True
183717,03579280,0,None,True
183729,03579300,0,None,True
183762,03579301,0,None,True
183690,03579309,423,None,True
183698,03579319,495,None,True
183723,03579321,0,None,True
183704,03579350,532,None,True
183831,03579381,0,None,True
183843,03579400,0,None,True
184746,03580102,0,Size 102 cm,True
184745,0358010204A,0,None,False
184747,0358010206A,0,None,False
184748,0358010208A,0,None,False
184749,0358010210A,0,None,False
184750,0358010212A,0,None,False
184728,03580141,0,Size 141 cm,True
184727,0358014104A,0,Size 104 cm,False
184729,0358014106A,0,Size 106 cm,False
184730,0358014108A,0,Size 108 cm,False
184731,0358014110A,0,Size 110 cm,False
184732,0358014112A,0,Size 112 cm,False
184734,03580145,0,Size 145 cm,True
184733,0358014504A,0,None,False
184735,0358014506A,0,None,False
184736,0358014508A,0,None,False
184737,0358014510A,0,None,False
184738,0358014512A,0,None,False
184740,03580241,0,None,True
184739,0358024104A,0,Size 104 cm,False
184741,0358024106A,0,Size 106 cm,False
184742,0358024108A,0,Size 108 cm,False
184743,0358024110A,0,Size 110 cm,False
184744,0358024112A,0,Size 112 cm,False
184716,03580272,0,None,True
184715,0358027204A,0,None,False
184717,0358027206A,0,None,False
184718,0358027208A,0,None,False
184719,0358027210A,0,None,False
184720,0358027212A,0,None,False
184678,03580280,0,None,True
184677,0358028004A,0,None,False
184680,0358028006A,0,None,False
184681,0358028008A,0,None,False
184682,0358028010A,0,None,False
184683,0358028012A,0,None,False
184704,03580301,0,None,True
184703,0358030104A,0,Size 104 cm,False
184705,0358030106A,0,Size 106 cm,False
184706,0358030108A,0,Size 108 cm,False
184707,0358030110A,0,Size 110 cm,False
184708,0358030112A,0,Size 112 cm,False
184691,03580309,0,None,True
184690,0358030904A,0,None,False
184692,0358030906A,0,None,False
184693,0358030908A,0,None,False
